217;f;1956;NO;Catholicism;Capital;no milky food;EELV;1;quality time;dynamique;patrie;Chirurgien;romance;series tv;red;Encyclopedias;Stefan Zweig;nothing;Sushis;7;6;6;8;8;8;13;18;12;0;3;4;f;Catholicism;Capital;no milky food;EELV;1;11;amour
218;m;2002;YES;Orthodox;Deep countryside;everythings;PRG;3;words of affirmation;lent;DIY;restaurateur;lover;langues;Auburn;Religion;Primo Levi;canyoning;Nouilles;7;4;2;6;2;6;13;13;20;6;16;16;m;Orthodox;Deep countryside;everythings;PRG;3;10;dynamique
219;f;1967;YES;Deism;town near big cities;no alcool;LR;6;acts of service;normal;politique;consultant;romance;ecologie;green;Action and Adventure;Jean Anouilh;skiing;Gratin Dauphinois;2;4;16;2;16;9;13;4;7;0;20;11;m;Deism;town near big cities;no alcool;LR;6;14;nouvelles technologies
220;m;1959;YES;Islam;town near big cities;everythings;FN;7;quality time;lent;argent ;jeux videos;romance;serve;Auburn;Poetry;Romain Gary;camping;Sukiyaki;19;19;11;13;14;13;0;12;15;6;11;6;f;Islam;town near big cities;everythings;FN;7;13;romance
221;f;1997;NO;Catholicism;Capital;no milky food;PG;4;gift giving;dynamique;patrie;Enseignant;romance;droit;brown;Dictionaries;Georges Simenon;climbing;Nouilles;18;4;3;15;8;8;7;2;1;4;0;4;m;Catholicism;Capital;no milky food;PG;4;19;Sukiyaki
222;f;1951;YES;Anglicanism;Capital;insects;EELV;6;acts of service;lent;amour;developeur;family;ecologie;Auburn;Dictionaries;Gustave Flaubert;canyoning;Escargots;11;2;15;11;16;16;12;11;6;6;15;17;m;Anglicanism;Capital;insects;EELV;6;9;gift giving
223;m;1962;NO;Anglicanism;Capital;insects;LR;7;gift giving;ultra dynamique;confort;Infographiste;family;randonnée;red;Comics;Voltaire;camping;Yakitoris;17;20;5;3;4;0;7;14;6;17;9;17;f;Anglicanism;Capital;insects;LR;7;16;Autobiographies
224;f;1973;YES;Orthodox;Capital;insects;PS;1;physical touch;ultra dynamique;politique;Pediatre;need;ecologie;blond;Poetry;Prosper Merimee;driving;Souffle au fromage;4;3;17;14;0;10;7;15;15;9;10;11;f;Orthodox;Capital;insects;PS;1;14;serve
225;m;1956;NO;Judaism;Deep countryside;no alcool;PRG;1;quality time;normal;activité;Policier;need;Politique;brun;Horror;Moliere;canyoning;Yakitoris;17;0;2;15;1;8;7;13;18;0;2;13;m;Judaism;Deep countryside;no alcool;PRG;1;17;Stefan Zweig
226;m;2000;NO;Judaism;Big City;normal;MoDem;4;words of affirmation;dynamique;politique;Designer;need;religion;blond;Dictionaries;Albert Cohen;camping;Yakitoris;3;13;17;1;10;16;16;19;17;14;0;10;m;Judaism;Big City;normal;MoDem;4;18;pilgrimmage
227;m;1978;YES;Islam;Big City;no gluten;LR;8;words of affirmation;normal;politique;Ingenieur informatique;lover;mecanique;green;Religion;Jack London;surfing;Magret de canard;6;18;16;4;4;16;20;15;11;16;6;1;m;Islam;Big City;no gluten;LR;8;18;countryside break
228;f;1997;NO;Deism;Capital;everythings;FN;5;quality time;dynamique;politique;Journaliste;family;serve;brown;Diaries;John Steinbeck;camping;grenouille;7;3;11;6;17;16;6;11;13;18;7;12;f;Deism;Capital;everythings;FN;5;13;romance
229;m;1974;NO;Buddhism;countryside near big cities;no gluten;MoDem;1;gift giving;ultra dynamique;confort;Cuisinier;need;langues;Auburn;Fantasy;William Shakespeare;driving;Mousse au chocolat;2;13;17;6;7;10;7;8;1;5;0;14;m;Buddhism;countryside near big cities;no gluten;MoDem;1;17;JR Tolkien
230;m;1974;NO;Deism;countryside near big cities;vegan;FN;2;gift giving;dynamique;ecologie;Veterinaire;romance;economie;yellow;Children's;Georges Simenon;hiking;bœuf bourguignon;19;3;2;10;16;12;7;7;9;10;2;18;m;Deism;countryside near big cities;vegan;FN;2;18;diving
231;f;2000;NO;Atheism;countryside near big cities;everythings;LR;0;quality time;normal;patrie;Chirurgien;need;mecanique;brown;Poetry;John Steinbeck;biking;Couscous;18;12;14;0;4;14;11;18;13;15;9;15;f;Atheism;countryside near big cities;everythings;LR;0;9;physical touch
232;f;1963;YES;Judaism;Deep countryside;no gluten;EELV;3;gift giving;dynamique;plaisir;auto entrepreneur;need;education;blond;Travel;Marguerite Duras;skiing;Magret de canard;9;7;7;11;1;16;3;0;10;13;19;15;m;Judaism;Deep countryside;no gluten;EELV;3;17;George Orwell
233;f;1986;YES;Hinduism;countryside near big cities;everythings;UDI;6;physical touch;dynamique;travail;Physiotherapeute;need;finance;Auburn;Prayer books;Honore de Balzac;beatch and sea;Yakitoris;14;9;18;12;18;6;1;15;5;5;4;19;m;Hinduism;countryside near big cities;everythings;UDI;6;13;romance
234;m;1951;NO;Islam;Big City;vegan;SIEL;1;gift giving;dynamique;confort;dentiste;lover;randonnée;yellow;Action and Adventure;Alexandre Dumas;hiking;Fondant au chocolat;17;0;13;16;2;0;16;12;19;20;8;6;m;Islam;Big City;vegan;SIEL;1;13;need
235;m;1965;NO;Buddhism;Deep countryside;vegan;MoDem;4;quality time;ultra dynamique;amour;Professeur;lover;jeux video;brown;Biographies;JR Tolkien;climbing;bœuf bourguignon;2;19;6;3;3;11;6;15;2;16;16;18;m;Buddhism;Deep countryside;vegan;MoDem;4;11;travail
236;f;1975;YES;Orthodox;Capital;vegan;PS;4;physical touch;normal;famille;platreur;lover;art contemporain;yellow;Mystery;Jack London;camping;Hachis Parmentier;8;18;12;13;7;5;17;18;1;5;10;16;m;Orthodox;Capital;vegan;PS;4;9;acts of service
237;m;1979;NO;Deism;Deep countryside;vegan;LR;3;acts of service;lent;argent ;Medecin;romance;sculpture;yellow;Journals;Georges Simenon;surfing;Raclette;6;10;1;13;11;10;13;16;18;9;4;10;m;Deism;Deep countryside;vegan;LR;3;15;blond
238;f;1949;YES;Hinduism;town near big cities;no alcool;EELV;2;words of affirmation;ultra dynamique;plaisir;Architecte;family;nouvelles technologies;brown;History;Victor Hugo;climbing;Hachis Parmentier;16;12;2;17;20;15;15;3;10;17;0;14;f;Gnosticism;town near big cities;no alcool;EELV;2;16;History
239;f;2004;YES;Buddhism;Capital;no milky food;PRG;7;acts of service;normal;patrie;consultant;lover;voitures;bald;Drama;Antoine de Saint-Exupery;surfing;Île flottante;7;6;4;4;9;11;4;13;20;18;8;0;f;Buddhism;Capital;no milky food;PRG;7;11;ecologie
240;f;1986;YES;Judaism;Capital;vegetarian;UDI;7;words of affirmation;dynamique;patrie;juriste;family;peinture;red;Encyclopedias;Georges Simenon;driving;Crème brûlée;7;20;2;3;19;18;19;12;2;17;0;20;m;Judaism;Capital;vegetarian;UDI;7;11;ecologie
241;m;1957;YES;Orthodox;countryside near big cities;no gluten;PG;1;words of affirmation;dynamique;famille;Designer;need;sciences;brown;Art;JR Tolkien;nothing;Moules-frites;3;8;20;5;4;16;8;19;5;9;0;6;m;Orthodox;countryside near big cities;no gluten;PG;1;19;Carbonnade Flamande
242;f;1965;YES;Judaism;Capital;everythings;MoDem;2;words of affirmation;normal;activité;Ambulancier;family;gastronomie;brown;Journals;Voltaire;diving;Tarte aux pommes;5;18;16;4;8;0;13;12;18;20;18;11;m;Judaism;Capital;everythings;MoDem;2;9;acts of service
243;m;1988;YES;Catholicism;town near big cities;no milky food;EELV;0;words of affirmation;dynamique;ecologie;ecrivain;need;economie;yellow;Dictionaries;Françoise Sagan;biking;Carbonnade Flamande;3;11;10;11;1;1;6;16;8;9;20;14;f;Catholicism;town near big cities;no milky food;EELV;0;13;family
244;m;1970;YES;Protestantism;Capital;everythings;LR;8;physical touch;normal;travail;jeux videos;lover;education;bald;Drama;Rene Barjavel;skiing;Tiramisu;17;4;1;8;11;17;18;15;13;0;0;9;f;Protestantism;Capital;everythings;LR;8;14;voitures
245;m;2004;YES;Orthodox;countryside near big cities;no milky food;UDI;0;gift giving;dynamique;travail;dentiste;lover;sculpture;red;Horror;Honore de Balzac;traveling;Bouillabaisse;16;14;2;13;5;7;4;13;20;3;14;8;f;Orthodox;countryside near big cities;no milky food;UDI;0;16;Romance
246;m;1988;NO;Protestantism;Deep countryside;normal;FN;8;physical touch;dynamique;politique;Journaliste;need;religion;green;Encyclopedias;Moliere;diving;Crème brûlée;3;17;3;16;8;9;15;17;2;6;10;4;f;Protestantism;Deep countryside;normal;FN;8;14;finance
247;f;1966;NO;Judaism;Big City;vegan;SIEL;1;physical touch;ultra dynamique;famille;Coiffeuse;need;sculpture;bald;Art;Pierre de Marivaux;pilgrimmage;Californias;10;14;16;6;14;5;10;5;16;17;14;18;m;Judaism;Big City;vegan;SIEL;1;14;langues
248;f;1985;YES;Buddhism;Deep countryside;no gluten;FN;1;acts of service;dynamique;politique;Photographe;lover;philosophie;brown;Art;Stefan Zweig;ramble in villages;Hachis Parmentier;18;17;16;15;4;14;11;11;14;1;15;6;f;Buddhism;Deep countryside;no gluten;FN;1;11;patrie
249;m;1969;YES;Atheism;countryside near big cities;everythings;MoDem;4;acts of service;normal;ecologie;Pharmacien;lover;peinture;Auburn;Science fiction;Alexandre Dumas;driving;Steak-frites;9;17;13;4;8;1;5;19;5;10;12;14;m;Atheism;countryside near big cities;everythings;MoDem;4;15;yellow
250;m;1992;NO;Anglicanism;town near big cities;insects;LR;0;physical touch;normal;travail;Policier;lover;langues;Auburn;Prayer books;Alexandre Dumas;beatch and sea;Fondant au chocolat;8;5;18;10;19;6;8;15;20;19;12;15;f;Anglicanism;town near big cities;insects;LR;0;18;climbing
251;m;1975;YES;Hinduism;Deep countryside;normal;FN;7;acts of service;ultra dynamique;loisir;Camionneur;family;mecanique;blond;Biographies;Honore de Balzac;diving;Carbonnade Flamande;7;11;17;5;1;4;3;7;16;12;11;13;f;Hinduism;Deep countryside;normal;FN;7;11;loisir
252;m;1976;YES;Atheism;town near big cities;insects;EELV;0;gift giving;ultra dynamique;confort;Comptable;family;peinture;brown;Romance;Stefan Zweig;rafting;Makis;17;13;12;8;5;20;10;1;2;3;15;20;m;Anglicanism;town near big cities;insects;EELV;0;10;lent
253;m;1981;YES;Deism;town near big cities;vegetarian;EELV;5;words of affirmation;normal;amour;ess;family;voitures;red;Fantasy;Franz Kafka;hiking;Hachis Parmentier;12;8;16;3;19;8;9;0;1;1;2;19;f;Deism;town near big cities;vegetarian;EELV;5;13;romance
254;f;1961;NO;Protestantism;Capital;vegetarian;MoDem;0;words of affirmation;lent;ecologie;Actuaire;lover;enseignement;Auburn;Romance;Gustave Flaubert;camping;Île flottante;17;4;15;12;14;18;12;14;1;4;3;16;f;Protestantism;Capital;vegetarian;MoDem;0;10;ultra dynamique
255;m;1965;NO;Atheism;Big City;vegan;PG;5;words of affirmation;normal;loisir;Psychologue;lover;nouvelles technologies;green;History;La Fontaine;museum;grenouille;11;3;15;13;10;10;12;17;18;6;5;4;f;Atheism;Big City;vegan;PG;5;17;Pierre de Marivaux
256;m;1995;NO;Hinduism;countryside near big cities;vegetarian;MoDem;5;quality time;dynamique;plaisir;Infographiste;lover;photo;brun;Science;Jules Verne;biking;Île flottante;13;1;12;12;9;7;4;3;2;6;2;0;f;Hinduism;countryside near big cities;vegetarian;MoDem;5;15;brun
257;f;1958;YES;Hinduism;Deep countryside;no gluten;MoDem;8;words of affirmation;dynamique;loisir;Infirmiere;need;sciences;red;Travel;Rene Barjavel;hiking;Île flottante;11;13;2;4;1;5;9;11;0;1;7;17;m;Hinduism;Deep countryside;no gluten;MoDem;8;13;need
258;f;2004;YES;Deism;countryside near big cities;no gluten;MoDem;4;quality time;lent;plaisir;Dentiste;romance;enseignement;red;Science fiction;Jean Giono;canyoning;Yakitoris;2;5;5;0;14;18;10;2;7;6;14;11;m;Deism;countryside near big cities;no gluten;MoDem;4;17;Victor Hugo
259;f;1963;YES;Hinduism;Capital;vegan;UDI;0;quality time;normal;DIY;Cuisinier;lover;sculpture;green;Travel;Jane Austen;canyoning;La quiche Lorraine;8;18;1;8;7;17;15;19;11;2;6;7;f;Hinduism;Capital;vegan;UDI;0;15;blond
260;f;1985;NO;Deism;town near big cities;no alcool;MoDem;8;physical touch;ultra dynamique;DIY;auto entrepreneur;lover;ecologie;blond;History;John Steinbeck;museum;Souffle au fromage;7;16;18;7;8;0;5;13;7;2;18;20;m;Deism;town near big cities;no alcool;MoDem;8;11;patrie
261;m;1957;NO;Buddhism;Big City;vegetarian;PRG;3;gift giving;ultra dynamique;DIY;economiste;need;mecanique;yellow;Series;Honore de Balzac;beatch and sea;Couscous;11;9;2;10;8;5;11;17;16;4;5;5;f;Buddhism;Big City;vegetarian;PRG;3;9;physical touch
262;m;1951;NO;Atheism;town near big cities;vegetarian;PRG;5;quality time;dynamique;patrie;Ingenieur informatique;romance;histoire;brown;Diaries;Charles Baudelaire;countryside break;grenouille;9;19;9;18;10;6;15;8;8;19;11;8;m;Atheism;town near big cities;vegetarian;PRG;5;19;Île flottante
263;f;1986;NO;Atheism;Capital;insects;MoDem;5;acts of service;dynamique;amour;restaurateur;romance;randonnée;yellow;Satire;Marcel Proust;biking;Sukiyaki;5;8;4;4;6;9;16;20;19;17;20;2;f;Atheism;Capital;insects;MoDem;5;19;Crème brûlée
264;f;1985;NO;Anglicanism;Deep countryside;no gluten;UDI;2;quality time;normal;argent ;restaurateur;need;sculpture;green;Anthology;Rene Barjavel;camping;Foie Gras;7;5;16;14;12;7;8;6;17;3;8;1;m;Anglicanism;Deep countryside;no gluten;UDI;2;16;Self help
265;f;1948;YES;Buddhism;countryside near big cities;vegan;MoDem;5;physical touch;normal;travail;Pharmacien;family;nouvelles technologies;yellow;Art;Antoine de Saint-Exupery;beatch and sea;Gratin Dauphinois;16;19;15;17;1;20;16;15;2;20;16;5;m;Buddhism;countryside near big cities;vegan;MoDem;5;12;consultant
266;m;1998;YES;Atheism;countryside near big cities;everythings;PRG;4;words of affirmation;lent;ecologie;Enseignant;romance;art contemporain;red;Poetry;Françoise Sagan;nothing;Poulet Basquaise;8;10;7;12;16;1;13;20;0;1;9;20;m;Atheism;countryside near big cities;everythings;PRG;4;14;serve
267;m;1979;NO;Catholicism;Deep countryside;everythings;PS;0;physical touch;lent;plaisir;Cuisinier;romance;education;green;Dictionaries;emile Zola;rafting;Blanquette;5;20;1;12;8;15;8;20;9;15;14;12;m;Catholicism;Deep countryside;everythings;PS;0;13;family
268;f;1984;NO;Orthodox;countryside near big cities;insects;PG;0;physical touch;dynamique;travail;Camionneur;lover;mecanique;Auburn;Prayer books;JR Tolkien;skiing;Yakitoris;6;2;5;4;4;1;5;0;15;0;16;12;f;Orthodox;countryside near big cities;insects;PG;0;11;activité
269;m;1956;YES;Protestantism;town near big cities;no gluten;UDI;4;acts of service;lent;argent ;Coiffeuse;lover;randonnée;brown;Romance;Charles Baudelaire;skiing;Poulet Basquaise;8;2;0;9;1;2;15;3;0;14;15;7;f;Protestantism;town near big cities;no gluten;UDI;4;10;dynamique
270;m;1959;NO;Protestantism;town near big cities;vegetarian;EELV;5;gift giving;normal;confort;Plombier;lover;anthropologie;yellow;Journals;Franz Kafka;traveling;Hachis Parmentier;11;0;2;20;14;3;3;0;8;3;18;12;m;Protestantism;town near big cities;vegetarian;EELV;5;10;ultra dynamique
271;f;1950;YES;Protestantism;Deep countryside;no gluten;PG;5;physical touch;dynamique;plaisir;Physiotherapeute;family;nouvelles technologies;green;Religion;Marguerite Duras;diving;Mousse au chocolat;11;20;3;9;18;13;3;0;5;11;9;7;f;Protestantism;Deep countryside;no gluten;PG;5;14;series tv
272;m;1953;YES;Orthodox;countryside near big cities;normal;PG;0;physical touch;lent;patrie;Anesthesiste;romance;histoire;brown;Poetry;emile Zola;traveling;Carbonnade Flamande;16;16;18;14;11;6;20;8;8;12;20;5;f;Orthodox;countryside near big cities;normal;PG;0;18;driving
273;m;1958;YES;Judaism;town near big cities;normal;FN;2;quality time;ultra dynamique;DIY;Acteur;lover;photo;blond;Prayer books;Primo Levi;climbing;Tiramisu;0;3;16;3;20;10;18;16;6;2;1;3;f;Judaism;town near big cities;normal;FN;2;17;Isaac Asimov
274;f;1971;NO;Judaism;countryside near big cities;insects;RUMP;1;words of affirmation;ultra dynamique;patrie;jeux videos;need;Politique;blond;Encyclopedias;Romain Gary;camping;Makis;15;8;12;2;9;20;1;2;13;19;20;3;f;Judaism;countryside near big cities;insects;RUMP;1;15;Auburn
275;m;1999;YES;Catholicism;Big City;normal;SIEL;1;quality time;dynamique;ecologie;Criminologue;lover;enseignement;yellow;Comics;Rene Barjavel;diving;Moules-frites;18;19;1;4;13;9;11;15;7;19;15;4;m;Catholicism;Big City;normal;SIEL;1;17;Antoine de Saint-Exupery
276;f;1996;YES;Hinduism;Deep countryside;no milky food;PG;3;gift giving;normal;loisir;Infirmiere;need;peinture;blond;Poetry;Primo Levi;climbing;Couscous;18;10;17;3;15;5;20;16;0;14;4;19;f;Hinduism;Deep countryside;no milky food;PG;3;17;JR Tolkien
277;f;1969;NO;Buddhism;Capital;no alcool;UDI;1;gift giving;lent;loisir;Enseignant;family;religion;yellow;Journals;Victor Hugo;nothing;Nouilles;15;13;15;3;3;3;13;12;4;0;19;4;m;Buddhism;Capital;no alcool;UDI;1;12;consultant
278;f;1999;YES;Islam;Deep countryside;everythings;PS;3;words of affirmation;ultra dynamique;loisir;Designer;lover;art contemporain;brun;Dictionaries;Antoine de Saint-Exupery;beatch and sea;Poulets en sauces;9;14;0;12;2;2;1;20;9;14;5;7;m;Islam;Deep countryside;everythings;PS;3;14;series tv
279;f;1966;NO;Protestantism;Capital;normal;MoDem;5;words of affirmation;dynamique;amour;Anesthesiste;lover;ecologie;bald;Encyclopedias;Charles Baudelaire;countryside break;Crème brûlée;4;14;19;3;1;19;1;17;9;10;9;14;f;Protestantism;Capital;normal;MoDem;5;12;Ingenieur informatique
280;m;1986;NO;Catholicism;Big City;vegetarian;PS;5;physical touch;dynamique;patrie;Psychologue;lover;langues;yellow;Religion;Victor Hugo;museum;grenouille;14;16;1;8;15;19;10;17;18;18;13;12;f;Deism;Big City;vegetarian;PS;5;14;droit
281;m;1953;YES;Buddhism;town near big cities;insects;SIEL;8;physical touch;dynamique;loisir;developeur;romance;langues;red;Self help;Robert Louis Stevenson;rafting;Makis;5;1;18;12;20;16;16;15;4;6;1;15;f;Buddhism;town near big cities;insects;SIEL;8;16;Art
282;f;1970;YES;Buddhism;Capital;no alcool;RUMP;6;gift giving;normal;DIY;Criminologue;romance;economie;green;Health;Françoise Sagan;countryside break;Mousse au chocolat;1;15;10;18;16;9;14;16;15;3;16;18;m;Buddhism;Capital;no alcool;RUMP;6;11;travail
283;m;2005;YES;Protestantism;Capital;vegetarian;PRG;8;acts of service;normal;argent ;developeur;romance;education;brown;Cookbooks;Robert Louis Stevenson;museum;Ratatouille;4;13;18;1;15;9;7;16;3;7;9;0;m;Protestantism;Capital;vegetarian;PRG;8;16;History
284;m;1973;NO;Anglicanism;town near big cities;everythings;UDI;8;acts of service;normal;travail;Medecin;need;voyages;green;Cookbooks;Moliere;driving;Moules-frites;13;10;4;10;7;6;13;19;12;11;4;9;f;Anglicanism;town near big cities;everythings;UDI;8;13;need
285;m;1996;YES;Catholicism;Capital;vegan;SIEL;2;acts of service;lent;travail;Actuaire;lover;education;yellow;Autobiographies;Jules Verne;beatch and sea;Ratatouille;20;14;1;11;6;4;6;15;4;0;14;3;m;Catholicism;Capital;vegan;SIEL;2;11;argent 
286;f;1990;YES;Orthodox;Big City;insects;LR;0;acts of service;normal;confort;Charpentier;need;religion;brun;Encyclopedias;Honore de Balzac;surfing;Magret de canard;12;5;6;16;16;4;13;2;15;8;12;6;f;Orthodox;Big City;insects;LR;0;19;Raclette
287;f;1961;NO;Atheism;countryside near big cities;vegetarian;FN;5;gift giving;normal;activité;educatrice specialisee;family;jeux video;brown;Anthology;Jules Verne;camping;Gratin Dauphinois;20;20;1;17;2;16;16;5;3;6;14;19;f;Atheism;countryside near big cities;vegetarian;FN;5;16;Fantasy
288;m;1954;YES;Orthodox;countryside near big cities;vegan;MoDem;3;acts of service;normal;confort;auto entrepreneur;need;series tv;brun;Math;emile Zola;diving;Californias;12;5;3;18;16;8;17;15;11;11;18;6;m;Orthodox;countryside near big cities;vegan;MoDem;3;19;Escargots
289;m;2004;YES;Buddhism;Capital;no milky food;RUMP;3;words of affirmation;lent;confort;Camionneur;need;economie;bald;Poetry;Prosper Merimee;ramble in villages;Hachis Parmentier;4;11;17;17;17;9;17;8;0;10;3;2;m;Buddhism;Capital;no milky food;RUMP;3;16;Travel
290;f;1964;NO;Islam;countryside near big cities;no milky food;LR;1;quality time;normal;plaisir;Enseignant;need;photo;bald;Satire;Pierre de Marivaux;diving;bœuf bourguignon;14;11;12;3;20;8;3;5;8;12;6;11;f;Islam;countryside near big cities;no milky food;LR;1;17;Robert Louis Stevenson
291;f;2007;NO;Catholicism;Big City;vegetarian;PG;1;quality time;normal;politique;jeux videos;lover;sciences;blond;Science;Jean-Paul Sartre;biking;Mousse au chocolat;7;4;7;7;17;4;19;9;17;12;16;3;f;Catholicism;Big City;vegetarian;PG;1;10;ultra dynamique
292;f;2004;NO;Islam;Deep countryside;normal;EELV;1;acts of service;ultra dynamique;plaisir;educatrice specialisee;romance;religion;brun;Art;Gustave Flaubert;countryside break;Magret de canard;10;8;16;11;2;1;19;3;6;18;16;2;m;Islam;Deep countryside;normal;EELV;1;19;Tarte aux pommes
293;m;1957;NO;Islam;town near big cities;no alcool;FN;1;physical touch;dynamique;amour;Medecin;lover;art contemporain;brown;Art;Franz Kafka;canyoning;Poulet Basquaise;0;4;16;15;8;15;15;6;18;18;9;3;f;Islam;town near big cities;no alcool;FN;1;11;plaisir
294;m;1958;YES;Anglicanism;Deep countryside;insects;RUMP;5;gift giving;dynamique;confort;Pharmacien;family;peinture;bald;Action and Adventure;Jean Racine;surfing;Couscous;3;1;18;7;14;13;17;12;2;14;9;9;m;Satanism;Deep countryside;insects;RUMP;5;14;jeux video
295;m;1963;NO;Atheism;town near big cities;vegetarian;LR;3;gift giving;dynamique;plaisir;restaurateur;need;serve;blond;Dictionaries;Rene Barjavel;traveling;Yakitoris;10;4;4;4;11;8;10;11;4;1;0;13;f;Atheism;town near big cities;vegetarian;LR;3;17;Albert Camus
296;m;1999;YES;Anglicanism;Capital;vegetarian;SIEL;8;acts of service;normal;plaisir;Pompier;family;voitures;bald;Biographies;Victor Hugo;nothing;Raclette;2;17;9;7;5;8;9;12;2;20;18;7;m;Anglicanism;Capital;vegetarian;SIEL;8;18;canyoning
297;f;1993;NO;Orthodox;Big City;insects;PG;8;acts of service;lent;argent ;Photographe;family;langues;brun;Prayer books;Rene Barjavel;beatch and sea;Steak tartare;11;11;1;1;6;3;10;7;19;3;18;13;m;Orthodox;Big City;insects;PG;8;11;famille
298;m;1954;YES;Islam;town near big cities;no alcool;LR;6;quality time;dynamique;plaisir;platreur;romance;sciences;brun;Science;Jean-Paul Sartre;museum;Fondant au chocolat;3;11;15;7;4;7;7;9;10;14;18;2;m;Islam;town near big cities;no alcool;LR;6;13;lover
299;f;2004;NO;Buddhism;town near big cities;no milky food;RUMP;5;acts of service;dynamique;loisir;Anesthesiste;family;voitures;blond;Diaries;Stefan Zweig;pilgrimmage;Souffle au fromage;4;17;7;1;13;12;9;5;11;15;17;10;m;Buddhism;town near big cities;no milky food;RUMP;5;13;romance
300;m;1965;NO;Catholicism;countryside near big cities;everythings;PG;6;acts of service;dynamique;politique;Architecte;family;video;Auburn;Health;Honore de Balzac;countryside break;Moules-frites;20;1;9;6;19;3;0;5;11;15;1;20;f;Catholicism;countryside near big cities;everythings;PG;6;9;gift giving
301;m;1980;YES;Protestantism;countryside near big cities;no milky food;UDI;0;physical touch;lent;plaisir;militaire;family;Politique;brun;Horror;Robert Louis Stevenson;pilgrimmage;Nouilles;3;3;10;14;6;8;20;3;8;13;2;14;m;Protestantism;countryside near big cities;no milky food;UDI;0;16;Romance
302;f;1954;YES;Atheism;Deep countryside;no alcool;UDI;7;words of affirmation;normal;politique;consultant;lover;art contemporain;brown;Comics;Moliere;camping;grenouille;9;9;8;13;2;16;9;9;6;2;7;14;m;Atheism;Deep countryside;no alcool;UDI;7;16;Encyclopedias
303;m;1985;YES;Hinduism;Deep countryside;everythings;UDI;3;words of affirmation;normal;plaisir;Charpentier;lover;series tv;brown;Fantasy;John Steinbeck;nothing;Gratin Dauphinois;15;16;6;7;12;4;19;11;4;19;5;10;f;Hinduism;Deep countryside;everythings;UDI;3;16;Action and Adventure
304;m;1981;NO;Hinduism;Big City;insects;PS;6;words of affirmation;normal;ecologie;Charpentier;family;langues;bald;Math;Georges Simenon;camping;Tarte aux pommes;3;13;13;19;19;12;3;14;0;19;13;19;f;Hinduism;Big City;insects;PS;6;17;Jean Giono
305;m;1974;YES;Orthodox;town near big cities;no milky food;PS;4;quality time;dynamique;DIY;hotelier;lover;randonnée;green;Dictionaries;Antoine de Saint-Exupery;canyoning;Tarte aux pommes;3;7;15;15;14;9;14;5;19;11;5;14;f;Orthodox;town near big cities;no milky food;PS;4;16;Health
306;m;1983;YES;Orthodox;countryside near big cities;no alcool;FN;5;words of affirmation;lent;famille;Mecanicien;family;sculpture;yellow;Religion;Jean Racine;camping;bœuf bourguignon;16;11;6;5;8;16;7;9;5;8;12;12;f;Orthodox;countryside near big cities;no alcool;FN;5;17;Agatha Christie
307;f;1957;YES;Orthodox;Capital;no alcool;LR;6;gift giving;lent;politique;Camionneur;romance;art contemporain;green;Encyclopedias;Eugene Ionesco;camping;Ratatouille;13;3;2;10;17;5;6;6;8;7;2;16;f;Orthodox;Capital;no alcool;LR;6;16;Journals
308;m;1998;YES;Deism;Deep countryside;insects;SIEL;6;acts of service;lent;famille;Enqueteur;lover;langues;brown;History;Isaac Asimov;museum;Couscous;2;16;11;4;4;16;19;10;16;5;1;20;f;Satanism;Deep countryside;insects;SIEL;6;10;ultra dynamique
309;m;2000;NO;Orthodox;Deep countryside;vegetarian;SIEL;8;gift giving;lent;ecologie;Pompier;need;philosophie;Auburn;Mystery;Agatha Christie;surfing;Crème brûlée;1;2;6;2;11;2;19;6;12;10;6;5;f;Orthodox;Deep countryside;vegetarian;SIEL;8;9;words of affirmation
310;m;1974;NO;Hinduism;Capital;no milky food;PS;0;gift giving;lent;politique;Pompier;lover;mecanique;brun;Prayer books;Guy de Maupassant;biking;Gratin Dauphinois;1;3;5;19;2;1;8;0;2;17;4;0;m;Hinduism;Capital;no milky food;PS;0;15;brown
311;f;1993;YES;Deism;countryside near big cities;no gluten;FN;6;quality time;dynamique;travail;ecrivain;romance;jeux video;blond;Poetry;Isaac Asimov;driving;Crêpes;15;2;1;19;7;18;14;6;5;9;3;2;f;Deism;countryside near big cities;no gluten;FN;6;15;Auburn
312;f;1973;NO;Anglicanism;town near big cities;no milky food;FN;4;words of affirmation;dynamique;plaisir;Ambulancier;need;ecologie;bald;Series;Alexandre Dumas;camping;Carbonnade Flamande;1;10;2;1;15;7;8;8;1;9;20;15;f;Anglicanism;town near big cities;no milky food;FN;4;11;plaisir
313;f;1961;NO;Atheism;Capital;everythings;EELV;1;quality time;ultra dynamique;plaisir;Pharmacien;need;nouvelles technologies;bald;Guide;emile Zola;biking;Bouillabaisse;2;14;17;17;15;1;8;10;11;13;14;12;f;Atheism;Capital;everythings;EELV;1;14;economie
314;f;1998;NO;Deism;countryside near big cities;no gluten;FN;1;physical touch;ultra dynamique;ecologie;Physiotherapeute;romance;histoire;bald;Mystery;Antoine de Saint-Exupery;pilgrimmage;Carbonnade Flamande;16;0;15;18;10;19;15;3;18;11;4;2;m;Deism;countryside near big cities;no gluten;FN;1;9;gift giving
